,Date,open,close,low,high,adjclose,volume
0,2010-01-04,7.9314284324646,7.639999866485596,7.565714359283447,7.961428642272949,7.639999866485596,17239600.0
1,2010-01-05,7.652857303619385,7.358571529388428,7.258571624755859,7.657142639160156,7.358571529388428,23753100.0
2,2010-01-06,7.361428737640381,7.617142677307129,7.197143077850342,7.672857284545898,7.617142677307129,23290400.0
3,2010-01-07,7.731428623199463,7.485714435577393,7.462857246398926,7.757143020629883,7.485714435577393,9955400.0
4,2010-01-08,7.498571395874023,7.614285945892334,7.465714454650879,7.742856979370117,7.614285945892334,8180900.0
5,2010-01-11,7.659999847412109,7.604285717010498,7.528571605682373,7.704285621643066,7.604285717010498,6783700.0
6,2010-01-12,7.528571605682373,7.481428623199463,7.451428413391113,7.582857131958008,7.481428623199463,6330100.0
7,2010-01-13,7.612857341766357,7.708571434020996,7.5585713386535645,7.75428581237793,7.708571434020996,14422100.0
8,2010-01-14,7.518571376800537,7.284285545349121,7.269999980926514,7.575714111328125,7.284285545349121,17685500.0
9,2010-01-15,7.24571418762207,7.278571605682373,7.2328572273254395,7.407142639160156,7.278571605682373,13031200.0
10,2010-01-19,7.25,7.314285755157471,7.242856979370117,7.382857322692871,7.314285755157471,5302500.0
11,2010-01-20,7.265714168548584,7.320000171661377,7.221428394317627,7.492856979370117,7.320000171661377,9685200.0
12,2010-01-21,7.2171430587768555,7.312857151031494,7.214285850524902,7.454285621643066,7.312857151031494,8614900.0
13,2010-01-22,7.29714298248291,7.269999980926514,7.214285850524902,7.484285831451416,7.269999980926514,9395400.0
14,2010-01-25,7.2928571701049805,7.018571376800537,6.9314284324646,7.357142925262451,7.018571376800537,13791400.0
15,2010-01-26,6.960000038146973,7.135714054107666,6.937142848968506,7.1785712242126465,7.135714054107666,11343500.0
16,2010-01-27,7.142857074737549,7.281428337097168,6.992856979370117,7.311428546905518,7.281428337097168,23347100.0
17,2010-01-28,8.812856674194336,9.005714416503906,8.675714492797852,9.121428489685059,9.005714416503906,77352800.0
18,2010-01-29,8.962857246398926,8.892857551574707,8.79285717010498,9.224286079406738,8.892857551574707,24604300.0
19,2010-02-01,8.829999923706055,8.718571662902832,8.532856941223145,8.981428146362305,8.718571662902832,18914000.0
20,2010-02-02,8.70714282989502,8.835714340209961,8.695713996887207,8.878571510314941,8.835714340209961,10242400.0
21,2010-02-03,8.835714340209961,8.850000381469727,8.761428833007812,8.982856750488281,8.850000381469727,8761200.0
22,2010-02-04,8.764286041259766,8.619999885559082,8.59000015258789,8.892857551574707,8.619999885559082,11026400.0
23,2010-02-05,8.595714569091797,8.691428184509277,8.468571662902832,8.715714454650879,8.691428184509277,11099200.0
24,2010-02-08,8.705714225769043,8.699999809265137,8.571428298950195,8.815713882446289,8.699999809265137,9346400.0
25,2010-02-09,8.722857475280762,8.875714302062988,8.710000038146973,8.880000114440918,8.875714302062988,8811600.0
26,2010-02-10,8.872857093811035,8.784285545349121,8.720000267028809,8.918571472167969,8.784285545349121,5807900.0
27,2010-02-11,8.744285583496094,9.05142879486084,8.728571891784668,9.069999694824219,9.05142879486084,7203700.0
28,2010-02-12,9.0,9.025713920593262,8.868571281433105,9.025713920593262,9.025713920593262,8408400.0
29,2010-02-16,9.088571548461914,9.265714645385742,9.071428298950195,9.287142753601074,9.265714645385742,9922500.0
30,2010-02-17,9.255714416503906,9.215714454650879,9.061429023742676,9.255714416503906,9.215714454650879,8134000.0
31,2010-02-18,9.130000114440918,9.442856788635254,9.127142906188965,9.467143058776855,9.442856788635254,8806000.0
32,2010-02-19,9.407142639160156,9.521428108215332,9.361428260803223,9.581428527832031,9.521428108215332,8813000.0
33,2010-02-22,9.577142715454102,9.324285507202148,9.115714073181152,9.614285469055176,9.324285507202148,35298200.0
34,2010-02-23,9.265714645385742,9.192856788635254,9.167142868041992,9.321428298950195,9.192856788635254,13049400.0
35,2010-02-24,9.244285583496094,9.24142837524414,9.165714263916016,9.34000015258789,9.24142837524414,12005700.0
36,2010-02-25,9.14142894744873,9.372857093811035,9.014286041259766,9.374285697937012,9.372857093811035,10717700.0
37,2010-02-26,9.380000114440918,9.435714721679688,9.328571319580078,9.54714298248291,9.435714721679688,8620500.0
